"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.238,,
"DNK","Denmark","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.252,,
"DNK","Denmark","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.253,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.433,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.436,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.442,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.416,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.415,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.414,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.405,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.408,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.429,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.431,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2001","2001","0_TO_1","0-1 scale","0","Units",,,0.262,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2002","2002","0_TO_1","0-1 scale","0","Units",,,0.258,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2003","2003","0_TO_1","0-1 scale","0","Units",,,0.261,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.266,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.265,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.268,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.269,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.264,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.259,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.264,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.264,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.26,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.262,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.257,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","0_TO_1","0-1 scale","0","Units",,,0.261,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2002","2002","0_TO_1","0-1 scale","0","Units",,,0.259,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","0_TO_1","0-1 scale","0","Units",,,0.263,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.267,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.266,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.268,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.27,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.266,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.26,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.265,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.265,,
"FIN","Finland","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.261,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2001","2001","0_TO_1","0-1 scale","0","Units",,,0.484,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2002","2002","0_TO_1","0-1 scale","0","Units",,,0.479,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2003","2003","0_TO_1","0-1 scale","0","Units",,,0.479,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.48,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.483,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.488,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.476,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.472,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.479,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.487,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.485,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.488,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.495,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.495,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","0_TO_1","0-1 scale","0","Units",,,0.481,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2002","2002","0_TO_1","0-1 scale","0","Units",,,0.478,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","0_TO_1","0-1 scale","0","Units",,,0.479,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.479,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.481,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.485,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.475,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.469,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.477,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.485,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.483,,
"FIN","Finland","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.486,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.308,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.294,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","0_TO_1","0-1 scale","0","Units",,,0.287,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2002","2002","0_TO_1","0-1 scale","0","Units",,,0.284,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","0_TO_1","0-1 scale","0","Units",,,0.282,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.283,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.288,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.293,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.292,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.293,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.293,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.303,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.309,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.518,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.504,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.485,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.483,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.493,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.505,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.512,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.285,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.291,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.289,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.292,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","0_TO_1","0-1 scale","0","Units",,,0.27,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2002","2002","0_TO_1","0-1 scale","0","Units",,,0.28,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","0_TO_1","0-1 scale","0","Units",,,0.282,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.285,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.297,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.29,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.295,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.287,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.288,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.286,,
"DEU","Germany","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.293,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.494,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.505,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.501,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.508,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.499,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.494,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.493,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.492,,
"DEU","Germany","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.506,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.333,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.346,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.339,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.33,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.329,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.331,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.337,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.335,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.34,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.343,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.336,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.346,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.34,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.33,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.331,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.337,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.335,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.34,,
"GRC","Greece","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.343,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.506,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.502,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.503,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.505,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.527,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.554,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.569,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.571,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.471,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.477,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.509,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.505,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.508,,
"GRC","Greece","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.528,,
